Id,SalePrice
2658,18953919.213841755
2718,79540409.05450878
2414,8905707.818195546
1989,19293906.276872955
625,39948159.64888032
333,6127440.047736116
1327,19562375.31773952
858,33075289.317012325
95,14463034.051220788
1568,31456882.76215165
2482,30467718.07384619
1364,22241053.07868676
2584,38635952.72891162
818,27933715.79023842
2673,17667905.262203887
2089,-15875.043247388676
1297,16036427.177978486
790,23683354.598123513
2616,47839630.63819834
720,17169007.712384414
222,23129814.96511483
557,15380786.84011256
1148,53328520.63564629
2766,19084556.00585187
534,30521398.87229012
1452,15375969.909949481
630,18807912.7317786
2648,14174568.113287183
125,20288466.64893772
1904,3381090.6299297316
1670,15184007.136782544
756,13591201.317232287
717,33531266.20267473
1032,28513324.571031496
852,45775206.885498755
1731,7574928.450228567
2639,27016348.426508125
2071,-353.01525646820664
1267,1978217.2865325136
1851,37393035.29014196
567,7698873.815812026
2439,18224396.69604829
1898,29019123.929997668
647,28258313.217619903
2256,46308497.5552658
979,8944581.58226314
1444,17361085.334612317
2485,16443321.545644674
157,18040968.419340942
88,22252012.338836808
2003,17077277.041954096
186,8097079.437645038
1425,53623346.76295422
2695,13239119.80807722
738,7880632.42924803
395,21666989.122369993
1353,23812163.384894136
1878,28302772.45467636
390,28845920.81209439
1456,20191710.477744084
1103,81723601.36857991
1387,30477293.55125516
2070,28026170.932744168
1199,14277876.236546887
2479,12639349.67798687
501,85818254.63185221
2362,15166871.814929644
1718,34875151.999435075
2188,8695577.321584227
1483,14819733.96009256
2557,9240086.918078681
437,46683680.69651442
2224,50042634.41682863
1628,6289577.232914574
397,22536978.402107615
587,59543263.48426956
2182,202266473.39054942
971,-24949.97189490823
2611,28168951.724081933
1887,-2882.7069866794627
2399,65125455.09956393
2148,43769895.30331557
304,9386973.615546342
1997,9678817.485766742
2817,10548823.708914846
1431,7766457.60658013
427,85728422.25011632
263,15808497.42846359
598,33445028.632238857
2895,59149129.820567854
687,18876221.625076123
1822,20547775.05233286
2191,9156167.072392067
179,14041857.482194299
1009,30991748.860429905
2010,10880372.676471915
