Id,SalePrice
2658,139539.44900752464
2718,197208.0761902607
2414,187202.05941042444
1989,140405.17029518378
625,185416.8549763104
333,69557.56189807993
1327,122490.2342994127
858,161837.84490812593
95,200167.1140867488
1568,185418.44267512043
2482,190568.68629299384
1364,168831.53123264038
2584,178711.69885950955
818,221809.53325403715
2673,166427.44038901455
2089,157601.7428571796
1297,140411.63922638935
790,130269.8280706713
2616,218415.2301884147
720,208987.63750603632
222,151508.9116040941
557,117772.1543595281
1148,217439.70990632242
2766,160378.81719960156
534,229452.6138543582
1452,124383.7777338142
630,127035.2288637727
2648,130022.83799471683
125,160690.05149920122
1904,15956.479759077542
1670,94123.06082739797
756,75933.31566876848
717,214857.63193229726
1032,160090.5035561642
852,243593.65105402935
1731,183233.1635686676
2639,111866.61492005223
2071,76898.15430197702
1267,123493.49793155119
1851,234203.07563412446
567,155715.70931987278
2439,205429.52701116656
1898,166227.03301606188
647,165687.0143503698
2256,235730.81042024796
979,101846.60192456841
1444,204923.7045394166
2485,125771.01381470799
157,140173.88796909084
88,132100.05753258313
2003,111860.39949402469
186,224778.40559511143
1425,283771.63782120706
2695,125062.14927311405
738,98214.58727377863
395,180208.4720922024
1353,184255.49861506
1878,158058.4091792116
390,208303.83236222737
1456,209231.95652186964
1103,299302.1128433242
1387,129006.4198850207
2070,156633.61659530154
1199,180392.91444631992
2479,160607.01359111397
501,300095.4463523906
2362,94123.06082739797
1718,205139.91442015953
2188,64396.171277534915
1483,171585.86275744275
2557,68065.20956578315
437,277378.7810252358
2224,193872.91839384194
1628,182829.0085499445
397,137535.18268474774
587,211391.75052741752
2182,403411.0434319298
971,188726.26591402874
2611,182027.15711115813
1887,103987.61086886935
2399,320932.7674189529
2148,242154.0169910821
304,134933.44468954788
1997,119178.11754679517
2817,89153.91752796364
1431,148834.24325360078
427,307563.3198220511
263,125302.66333719133
598,184512.02273703343
2895,273296.4980570234
687,172144.98816079576
1822,146188.28006726014
2191,89463.20400475198
179,158397.56687974418
1009,248364.60106970486
2010,120636.09584286227
1991,137895.7521308458
1411,159189.21682738513
1721,279560.19695890136
1144,168158.03447796893
593,225232.78152169194
575,284334.1613581439
1249,201391.1283591662
1604,135813.47201053752
1064,380613.3821246419
1923,171963.38988211798
1988,128997.59060620656
2325,153506.65151650482
114,186777.75187048898
2700,216273.08168511442
217,155043.24656966096
343,194561.90634470386
386,243689.11050936417
2005,128397.51064781356
2908,165067.5100319069
1814,241812.74031631975
2446,347890.1414621759
208,127763.04394495091
1679,104562.9925416268
822,319574.1163009342
6,173920.01128726173
1781,361184.402338807
2397,250806.69276364986
2340,317435.17265421455
1618,163179.0911183881
2843,80776.81577570993
