Id,SalePrice
2658,160063.34306934918
2718,202531.60181186697
2414,210409.0895532791
1989,126705.47401632275
625,176584.93161061849
333,83769.5227398756
1327,106585.6415065478
858,142672.54386835732
95,214635.55412393552
1568,174643.9039742935
2482,177211.22468360583
1364,144626.23982243403
2584,170212.61254290538
818,291536.31444213097
2673,168110.04452953232
2089,126374.05170614598
1297,164459.78658442013
790,117383.75413034973
2616,201150.11105567962
720,211825.08157546353
222,129479.67121638032
557,123120.31015451532
1148,207017.98502677446
2766,162295.7753467129
534,211900.99042620673
1452,110411.35983237042
630,127833.2657996635
2648,125876.69141211314
125,150624.47853330732
1904,14034.050034312066
1670,96325.71732816426
756,94932.03137427871
717,262518.39547668654
1032,151977.5257504878
852,229049.6981503286
1731,205380.21046223398
2639,111204.0598426743
2071,81331.31462674541
1267,113929.84043716826
1851,216317.03841186175
567,169948.3582511302
2439,224977.6439614799
1898,157447.59899468115
647,145207.53202593187
2256,213890.83591883583
979,90930.93925598962
1444,226495.67023635563
2485,110462.18797297124
157,116869.52765657101
88,116460.90321114799
2003,107299.2722816004
186,231673.60091383057
1425,275139.95276550855
2695,125470.87875182927
738,94912.20648611896
395,162277.0536527289
1353,178594.09218043508
1878,142316.56502318732
390,192111.67352314875
1456,243804.0252567397
1103,299807.16339323926
1387,125565.1429736882
2070,138864.9715958191
1199,201104.42157111852
2479,182120.43697199062
501,297642.018072051
2362,71689.79454938113
1718,191790.51557778195
2188,37381.67543363408
1483,155714.81738832896
2557,72780.56738419831
437,314915.133254644
2224,200714.7028895861
1628,193198.39067900437
397,122865.67001357721
587,208598.4320607516
2182,508743.1743881728
971,169683.40481324983
2611,154689.4246836023
1887,90505.87986834417
2399,309755.00246364437
2148,223368.2737748446
304,133228.4339220072
1997,121215.02166321524
2817,113786.62983750529
1431,191586.63184633688
427,320547.83570116805
263,122741.80372218625
598,179806.39966303483
2895,256005.46113664052
687,174373.2631845728
1822,123318.86607279815
2191,99555.6783328643
179,143067.85326543264
1009,217650.94676705147
2010,118394.1125321316
1991,147242.1581158447
1411,146056.10262420774
1721,252716.85507246293
1144,195865.12675693282
593,235761.5496211932
575,263795.1136207797
1249,192138.43041283078
1604,117968.59778543003
1064,375322.6831002766
1923,152898.1743541991
1988,88396.47197793797
2325,175406.1157753172
114,212923.93380571762
2700,215232.42560035177
217,136755.08863811195
343,186112.92869895394
386,251273.15783487912
2005,109233.97562296037
2908,138479.60193424812
1814,229084.671040331
2446,421523.4183165184
208,147865.09715018864
1679,127073.97067955765
822,305121.7783489011
6,191110.98951429874
1781,350138.43137095333
2397,274232.9879677892
2340,284657.627077752
1618,182754.15113666235
2843,124153.21716661286
1061,325512.03252490447
2786,110722.81690814835
1935,123368.37740388396
1341,109463.36798302084
521,297123.18237270135
2136,132769.2048699858
996,192230.22091651196
227,142461.15289195674
135,160128.77982083103
1167,177794.26004499197
294,216973.43070343323
1776,222971.73328172928
540,206434.45337874116
1717,191788.89094124734
2303,114517.50268932176
116,190803.40575107327
127,125090.19259114005
1371,142664.55932975537
1014,195590.12137983437
1507,92330.55941146729
702,156305.92785577546
750,167277.6835480912
261,153447.07375689573
1559,58418.781639513094
577,236562.22426827694
2812,222808.4669240059
2080,158889.88073147275
1368,124558.77689419338
2376,108478.8005974479
659,101219.98012845381
1235,114715.67871284764
332,67511.40618034406
1917,141058.05736440094
2094,252633.4276128793
1460,277041.59437285503
1471,204379.9923465345
1509,122350.76601324417
1922,127320.69049204816
433,389538.08257061616
460,268158.88727072557
1116,269679.11161084194
1137,184712.36427740194
53,197761.7361289484
2354,248275.61222358188
1475,222880.20772779128
1761,453536.93284401717
842,142885.1273580857
2739,170894.78376801056
2509,185915.37646095688
1007,220633.68690940551
2610,182938.17534772097
1952,74411.47069871449
2719,200321.92043958255
2921,82694.1805240484
1966,129071.15804552031
292,112460.05667734332
1204,212598.01655005664
1829,248759.80731921922
2419,206157.55082371947
391,174785.32119198795
798,126739.82806116855
481,204717.17264424567
193,205880.80129248812
555,124012.19875809527
899,61927.86529337824
2357,202535.73912772746
328,109965.57182054804
1356,124675.32284657983
1154,102965.63792758994
1730,185095.5555490253
2249,149396.28768323665
1119,269272.37875632616
2856,123151.59242940391
1394,141781.4738855497
2587,124347.3217181263
61,314939.15172636556
2661,216485.03850741917
2711,134306.58379044756
1147,190643.26554888184
757,141318.553530019
2623,82296.15521890274
2378,164774.90588713158
1413,147881.56581294956
1722,238304.6640827665
1112,225256.18536131433
1623,195025.11922063306
1201,190131.45099567133
1513,100645.59051827667
957,410886.9332279654
1171,267099.63305836404
1145,212265.86235107342
2726,239093.03130930616
703,163320.90540360357
760,52787.86367970402
1964,126203.6855786948
2512,197098.61629076186
159,162695.0163624792
1281,176380.87761093467
468,186587.6820212633
290,126591.12932773563
665,104277.82020467683
1463,278962.653175883
1792,244052.89686642028
923,136216.4951153081
500,269859.6192790058
1408,149957.9902659962
331,51607.83775523631
170,101103.88785950816
2192,74022.69500754564
2571,305293.6895594904
2314,180270.07036154554
2647,86103.29411362368
422,349588.75017234264
2457,322463.80068338197
1838,213443.37212525518
2805,265654.17360058543
1645,180885.58091497212
1711,290362.1005648752
2825,252682.14515472995
322,324481.46487807785
2103,278296.9971669386
342,133209.4743515174
600,93518.13971434068
488,200221.06952636852
1725,298360.0615739436
2246,254392.76402055682
2847,164450.72806085972
806,255017.3942503701
530,238578.2264594657
963,194123.07819192228
2678,55411.88011431298
171,72411.29294320941
2401,352481.0003561245
805,226131.250096197
2259,224580.8715157481
1748,195505.61070578755
1361,147605.83263184386
1677,135546.9075680205
1406,151441.2677276614
2322,242379.0727236173
688,177851.94785253075
143,131906.95639774227
804,213388.85542017804
1214,172377.6037619477
2828,165476.45193091594
1999,203222.68345244392
2467,214140.1656612188
2665,181790.32111080154
1538,326337.84948829
398,101145.02250244794
2822,137113.13596392353
2157,155182.8325082867
1856,171699.43959203642
1269,104396.41718253097
2570,115193.5864389448
2320,262218.6760718778
1517,140757.62417985057
2304,114298.95250964258
1312,97841.62899444276
2012,139643.85735497717
506,238115.23481790605
2865,196384.31131254742
2367,121258.83237071312
554,118876.38772908715
238,128614.59772284422
1954,104971.27221374842
2488,172029.3271944397
2291,85926.70571766887
1969,92860.07111313008
2725,164308.7215157291
1482,155714.81738832896
2763,215561.71532962634
503,237863.0342484552
