Id,SalePrice
2658,82973.04343321733
2718,178367.93671838148
2414,264942.66417013714
1989,153105.10746288812
625,148631.6100946865
333,114791.74256346514
1327,182007.38124612812
858,190618.8288870859
95,195630.72091051284
1568,182580.44935984723
2482,188682.9924228415
1364,133262.09483456705
2584,139830.3728807182
818,219011.16857946524
2673,159826.35162069555
2089,186747.38969826885
1297,113829.16628259327
790,133714.9699877249
2616,190055.47321502678
720,156438.46853546612
222,191773.2134913532
557,140271.40164045384
1148,197506.20825308748
2766,211349.47963205772
534,244763.96316170087
1452,153490.91862143716
630,172344.09597342275
2648,93939.12824317999
125,150062.7748952806
1904,83947.17350076186
1670,156151.1061359006
756,77437.73195130797
717,125453.63141515898
1032,206984.90493565565
852,236766.83842624864
1731,249694.75040239887
2639,107751.70385696366
2071,114935.81568056857
1267,176729.71094563557
1851,216755.73398402287
567,208262.91190899024
2439,229629.80952371238
1898,183279.02355577843
647,203748.21744965622
2256,165569.35566287488
979,152941.3105927147
1444,235319.60714709433
2485,141570.65566338273
157,171391.7080456987
88,142486.52135042986
2003,95503.86428999994
186,115845.4238066054
1425,237342.41691774176
2695,148715.0732706394
738,78880.80191932106
395,192336.89999348344
1353,92923.96056605596
1878,167084.24167181645
390,186538.3901658482
1456,228851.52068770258
1103,258415.81193094468
1387,104206.46812625043
2070,208802.51312206546
1199,181445.8573884871
2479,196994.01232780656
501,219377.11122313933
2362,159452.24989870703
1718,198381.0131031014
2188,146832.96895593312
1483,212383.87826359784
2557,80073.24970669486
437,293508.42720051995
2224,209626.90302902414
1628,213294.00395298703
397,161071.28219001973
587,202509.504621943
2182,395225.29050191445
971,259755.57373862667
2611,176219.00657576602
1887,135447.83255503653
2399,283170.5109122838
2148,226568.65084566223
304,113915.35392144555
1997,137721.28746777913
2817,138228.01417676732
1431,237015.91724630026
427,268617.9656598191
263,158127.52824505093
598,194671.45883310633
2895,216135.77341391193
687,160422.65266058221
1822,184184.90248162532
2191,152067.43218368012
179,148998.07253865572
1009,168860.77842039475
2010,144356.3245730698
1991,94940.71319502965
1411,133714.9699877249
1721,202192.72872447642
1144,221126.51900981506
593,223025.6463383739
575,235261.7644888698
1249,166857.54399141017
1604,168881.73005677154
1064,260530.79181729676
1923,155235.81235761754
1988,135080.15334949922
2325,204412.5698244092
114,219026.7308441787
2700,178836.7982371808
217,163286.2127020699
343,180888.54104051413
386,218162.1290077134
2005,193027.69964801054
2908,278917.96474080766
1814,249427.83482184028
2446,347032.72669736994
208,123363.87979660649
1679,112436.51793766301
822,245603.74410256976
6,226810.51536817988
1781,263653.1502377656
2397,251359.57729923772
2340,226044.37730130227
1618,237566.7890880159
2843,68666.40874077193
1061,260601.19973591948
2786,188812.17702677567
1935,185011.77935794042
1341,127347.1462055007
521,272036.78163588187
2136,167594.3018071046
996,214858.68772740057
227,173177.06700561335
135,213441.35870083002
1167,173732.21671273792
294,161225.78479286376
1776,243937.18189621856
540,247098.3203824819
1717,198372.6025457438
2303,197121.75834341673
116,209443.11938313814
127,174899.72883334383
1371,132309.48933759425
1014,217141.27826428553
1507,157022.78175317263
702,113733.06958359154
750,78116.81819333462
261,183574.07172265463
1559,87805.88127918681
577,227901.97195882024
2812,250913.5491935811
2080,134365.169232592
1368,128777.36767762294
2376,149256.20676998794
659,152763.82050870312
